"Variety","Subgroup","Family","ISO Code","Glottolog ID","AIATSIS Code","StdLangID","StdLanguageName","OriginalForm","PhonemicisedIPA","Std_Gloss","Author","OriginalGloss","OriginalPofSpeech","Latitude","Longitude","Reconstruction_Form","Reconstruction_Level","Reconstruction_Gloss","Reconstruction_Notes"
"Gamilaraay","Central NSW",,,,,"1023",,"marayrr","maɹajr",,"Ash, A. and Lissarrague, A. and Giacon, J","no, not","Part",,,"*marayrr","","no, not",""
"Gamilaraay","Central NSW",,,,,"1023",,"buluuy","puluːj",,"Ash, A. and Lissarrague, A. and Giacon, J","night","N",,,"*pulu:y","","night",""
"Gamilaraay","Central NSW",,,,,"1023",,"dhina","t̪ina",,"Ash, A. and Lissarrague, A. and Giacon, J","foot","N",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"-bidi",".piti",,"Ash, A. and Lissarrague, A. and Giacon, J","big","Adj",,,"*-piti","","big",""
"Yuwaalaraay","Central NSW",,,,,"5",,"gudhuwa-y","kut̪uwaj",,"Ash, A. and Lissarrague, A. and Giacon, J","burn","Vi",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"maadhaay","maːt̪aːj",,"Ash, A. and Lissarrague, A. and Giacon, J","dog","N",,,"*ma:dha:y","","dog",""
"Yuwaalaraay","Central NSW",,,,,"5",,"buna","puna",,"Ash, A. and Lissarrague, A. and Giacon, J","fly","N",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"yuul","juːl",,"Ash, A. and Lissarrague, A. and Giacon, J","vegetable food","N",,,"*yu:l","","vegetable food",""
"Yuwaalaraay","Central NSW",,,,,"5",,"dhinggaa","t̪iŋkaː",,"Ash, A. and Lissarrague, A. and Giacon, J","meat, animal","N",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"gilay","kilaj",,"Ash, A. and Lissarrague, A. and Giacon, J","moon","N",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"-nga","-ŋa",,"Ash, A. and Lissarrague, A. and Giacon, J","now, today","Adv",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"biyarr","pijar",,"Ash, A. and Lissarrague, A. and Giacon, J","one","Num",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"nhuwi","n̪uwi",,"Ash, A. and Lissarrague, A. and Giacon, J","rotten","Adj",,,"*nhuwi","","rotten",""
"Yuwaalaraay","Central NSW",,,,,"5",,"dhambi","t̪ampi",,"Ash, A. and Lissarrague, A. and Giacon, J","short","Adj",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"dhugaay","t̪ukaːj",,"Ash, A. and Lissarrague, A. and Giacon, J","small","Adj",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"wuyugil","wujukil",,"Ash, A. and Lissarrague, A. and Giacon, J","smoke","N",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"ngandabaa","ŋantapaː",,"Ash, A. and Lissarrague, A. and Giacon, J","snake","N",,,"*ŋandabaa","","snake",""
"Yuwaalaraay","Central NSW",,,,,"5",,"ngurrala","ŋurala",,"Ash, A. and Lissarrague, A. and Giacon, J","stone","N",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"yaay","jaːj",,"Ash, A. and Lissarrague, A. and Giacon, J","sun","N",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"minyama","miɲama",,"Ash, A. and Lissarrague, A. and Giacon, J","what?","Pro",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"ngaandi","ŋaːnti",,"Ash, A. and Lissarrague, A. and Giacon, J","who?","Pro",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"wirringgaa","wiriŋkaː",,"Ash, A. and Lissarrague, A. and Giacon, J","woman","N",,,"*wirringgaa","","",""
"Yuwaalaraay","Central NSW",,,,,"5",,"gaawal","kaːwal",,"Ash, A. and Lissarrague, A. and Giacon, J","creek","N",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"-ngayi-y","ŋajij",,"Ash, A. and Lissarrague, A. and Giacon, J","tomorrow","Adv",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"guwiinbaa","kuwiːnpaː",,"Ash, A. and Lissarrague, A. and Giacon, J","near","Adv",,,"*kuwi:npa:","","near",""
"Yuwaalaraay","Central NSW",,,,,"5",,"burriin","puriːn",,"Ash, A. and Lissarrague, A. and Giacon, J","shield","N",,,"*purri:n","","shield",""
"Yuwaalaraay","Central NSW",,,,,"5",,"gulayaali","kulajaːli",,"Ash, A. and Lissarrague, A. and Giacon, J","pelican","N",,,"*kulaya:li","","pelican",""
"Yuwaalaraay","Central NSW",,,,,"5",,"guwiya","kuwija",,"Ash, A. and Lissarrague, A. and Giacon, J","fish","N",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"dhulii","t̪uliː",,"Ash, A. and Lissarrague, A. and Giacon, J","goanna","N",,,"*thuli:yn","","sand goanna",""
"Yuwaalaraay","Central NSW",,,,,"5",,"giyal","kijal",,"Ash, A. and Lissarrague, A. and Giacon, J","afraid (be)(V, Adj)","Vi",,,"*kiyal","","",""
"Yuwaalaraay","Central NSW",,,,,"5",,"ganungawu","kanuŋawu",,"Ash, A. and Lissarrague, A. and Giacon, J","all","Num",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"ganuu","kanuː",,"Ash, A. and Lissarrague, A. and Giacon, J","canoe (bark)","N",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"yiyabiyaay","jijapijaːj",,"Ash, A. and Lissarrague, A. and Giacon, J","fire sticks","N",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"gulaarr","kulaːr",,"Ash, A. and Lissarrague, A. and Giacon, J","how?","Adv",,,"*kala:rr","","how?",""
"Yuwaalaraay","Central NSW",,,,,"5",,"bagaan","pakaːn",,"Ash, A. and Lissarrague, A. and Giacon, J","sister (older)","N",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"gunidjarr","kunicar",,"Ash, A. and Lissarrague, A. and Giacon, J","mother","N",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"buwadjarr","puwacar",,"Ash, A. and Lissarrague, A. and Giacon, J","father","N",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"gaadhii","kaːt̪iː",,"Ash, A. and Lissarrague, A. and Giacon, J","mother’s mother","N",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"giluu","kiluː",,"Ash, A. and Lissarrague, A. and Giacon, J","father’s sister","N",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"winanga-y","winaŋaj",,"Ash, A. and Lissarrague, A. and Giacon, J","know (something)","V",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"guliirr","kuliːr",,"Ash, A. and Lissarrague, A. and Giacon, J","wife","N",,,"*guliirr","","wife",""
"Yuwaalaraay","Central NSW",,,,,"5",,"maayrr","maːjr",,"Ash, A. and Lissarrague, A. and Giacon, J","no, not","Part",,,"*marayrr","","no, not",""
"Yuwaalaraay","Central NSW",,,,,"5",,"bungun","puŋun",,"Ash, A. and Lissarrague, A. and Giacon, J","wing","N",,,"*bungun","","wing",""
"Yuwaalaraay","Central NSW",,,,,"5",,"dhubaay","t̪upaːj",,"Ash, A. and Lissarrague, A. and Giacon, J","old woman","N",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"guliman","kuliman",,"Ash, A. and Lissarrague, A. and Giacon, J","coolamon","N",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"dhina","t̪ina",,"Ash, A. and Lissarrague, A. and Giacon, J","foot","N",,,,,,
"Gamilaraay","Central NSW",,,,,"1023",,"buwadjarr","puwacar",,"Ash, A. and Lissarrague, A. and Giacon, J","swim","Vi",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"-aaba-li","-aːpali",,"Ash, A. and Lissarrague, A. and Giacon, J","hand","N",,,,,,
"Yuwaalaraay","Central NSW",,,,,"5",,"bawa","pawa",,"Ash, A. and Lissarrague, A. and Giacon, J","three","Num",,,,,,
"Gamilaraay","Central NSW",,,,,"1023",,"gaawal","kaːwal",,"Ash, A. and Lissarrague, A. and Giacon, J","again","Adv",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"girran","kiran",,"Ash, A. and Lissarrague, A. and Giacon, J","ashes","N",,,"*kirran","Central-NSW","ashes",""
"Yuwaalayaay","Central NSW",,,,,"4",,"burrul, -bidi","purul",,"Ash, A. and Lissarrague, A. and Giacon, J","big","Adj",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"yii-li","jiːli",,"Ash, A. and Lissarrague, A. and Giacon, J","bite","V",,,"*yii-li","Central-NSW","bite",""
"Yuwaalayaay","Central NSW",,,,,"4",,"buluuy","puluːj",,"Ash, A. and Lissarrague, A. and Giacon, J","black","Adj",,,"*bulu:y","Central-NSW","black",""
"Yuwaalayaay","Central NSW",,,,,"4",,"gayla-y","kajlaj",,"Ash, A. and Lissarrague, A. and Giacon, J","burn","Vi",,,"*kayla-y","","burn",""
"Yuwaalayaay","Central NSW",,,,,"4",,"galiya-y","kalijaj",,"Ash, A. and Lissarrague, A. and Giacon, J","climb","V",,,"*kaliya-y","","climb",""
"Yuwaalayaay","Central NSW",,,,,"4",,"yu-gi","juki",,"Ash, A. and Lissarrague, A. and Giacon, J","cry","Vi",,,"*yu-ki","","cry",""
"Yuwaalayaay","Central NSW",,,,,"4",,"garra-li","karali",,"Ash, A. and Lissarrague, A. and Giacon, J","cut","Vt",,,"*karra-li","","cut",""
"Yuwaalayaay","Central NSW",,,,,"4",,"maadhaay","maːt̪aːj",,"Ash, A. and Lissarrague, A. and Giacon, J","dog","N",,,"*ma:dha:y","","dog",""
"Yuwaalayaay","Central NSW",,,,,"4",,"ngadaa","ŋataː",,"Ash, A. and Lissarrague, A. and Giacon, J","down, below","Adv",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"ngarribaa","ŋaripaː",,"Ash, A. and Lissarrague, A. and Giacon, J","east","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"dha-li","t̪ali",,"Ash, A. and Lissarrague, A. and Giacon, J","eat","Vt",,,"*ca","","eat",""
"Yuwaalayaay","Central NSW",,,,,"4",,"gawu","kawu",,"Ash, A. and Lissarrague, A. and Giacon, J","egg","N",,,"*kapu","","egg",""
"Yuwaalayaay","Central NSW",,,,,"4",,"bundaa-gi","puntaː.ki",,"Ash, A. and Lissarrague, A. and Giacon, J","fall","Vi",,,"*punta:-ki","","fall",""
"Yuwaalayaay","Central NSW",,,,,"4",,"wamu","wamu",,"Ash, A. and Lissarrague, A. and Giacon, J","grease","N",,,"*wamu","","fat, grease",""
"Yuwaalayaay","Central NSW",,,,,"4",,"dhuu, wii","t̪uː",,"Ash, A. and Lissarrague, A. and Giacon, J","fire","N",,,"*cu:","","smoke",""
"Yuwaalayaay","Central NSW",,,,,"4",,"banhaayal","pan̪aːjal",,"Ash, A. and Lissarrague, A. and Giacon, J","fly","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"dhuwarr, yuul","t̪uwar",,"Ash, A. and Lissarrague, A. and Giacon, J","vegetable food","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"ngulu","ŋulu",,"Ash, A. and Lissarrague, A. and Giacon, J","forehead","N",,,"*ŋulu","","forehead",""
"Yuwaalayaay","Central NSW",,,,,"4",,"wuu-rri","wuː.ri",,"Ash, A. and Lissarrague, A. and Giacon, J","give","V",,,"*wu:-rri","","give",""
"Yuwaalayaay","Central NSW",,,,,"4",,"dhaymaarr","t̪ajmaːr",,"Ash, A. and Lissarrague, A. and Giacon, J","ground","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"maa","maː",,"Ash, A. and Lissarrague, A. and Giacon, J","hand","N",,,"*mara-2","","hand",""
"Yuwaalayaay","Central NSW",,,,,"4",,"dhaygal","t̪ajkal",,"Ash, A. and Lissarrague, A. and Giacon, J","head","N",,,"*thaykal","","hair",""
"Yuwaalayaay","Central NSW",,,,,"4",,"winanga-li","winaŋali",,"Ash, A. and Lissarrague, A. and Giacon, J","hear","V",,,"*winanga-li","","hear",""
"Yuwaalayaay","Central NSW",,,,,"4",,"buma-li","pumali",,"Ash, A. and Lissarrague, A. and Giacon, J","hit (with hand)","Vt",,,"*puma-li","","hit",""
"Yuwaalayaay","Central NSW",,,,,"4",,"yuulngin","juːlŋin",,"Ash, A. and Lissarrague, A. and Giacon, J","hungry","Adj",,,"*yu:lŋin","","hungry",""
"Yuwaalayaay","Central NSW",,,,,"4",,"ngaya","ŋaja",,"Ash, A. and Lissarrague, A. and Giacon, J","I","Pro",,,"*naya","","I",""
"Yuwaalayaay","Central NSW",,,,,"4",,"garril, girraa","karil",,"Ash, A. and Lissarrague, A. and Giacon, J","leaf","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"gana","kana",,"Ash, A. and Lissarrague, A. and Giacon, J","liver","N",,,"*kana-2","","liver",""
"Yuwaalayaay","Central NSW",,,,,"4",,"guyaarr","kujaːr",,"Ash, A. and Lissarrague, A. and Giacon, J","long","Adj",,,"*kura:rr","","long",""
"Yuwaalayaay","Central NSW",,,,,"4",,"dhii, dhinggaa","t̪iː",,"Ash, A. and Lissarrague, A. and Giacon, J","meat, animal","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"baaluu","paːluː",,"Ash, A. and Lissarrague, A. and Giacon, J","moon","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"gayrr","kajr",,"Ash, A. and Lissarrague, A. and Giacon, J","name","N",,,"*kayrr","","name",""
"Yuwaalayaay","Central NSW",,,,,"4",,"-nga",".ŋa",,"Ash, A. and Lissarrague, A. and Giacon, J","now, today","Adv",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"biirr, biyarr, milan, -DHuul","piːr",,"Ash, A. and Lissarrague, A. and Giacon, J","one","Num",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"dhayn","t̪ajn",,"Ash, A. and Lissarrague, A. and Giacon, J","person, Aborigine","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"gulungguluu, nhuwi","kuluŋkuluː",,"Ash, A. and Lissarrague, A. and Giacon, J","rotten","Adj",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"ngarra-li","ŋarali",,"Ash, A. and Lissarrague, A. and Giacon, J","see","V",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"buyaduul","pujatuːl",,"Ash, A. and Lissarrague, A. and Giacon, J","short","Adj",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"yilawa-y","jilawaj",,"Ash, A. and Lissarrague, A. and Giacon, J","sit","V",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"gunagala","kunakala",,"Ash, A. and Lissarrague, A. and Giacon, J","sky","N",,,"*gunagala","","",""
"Yuwaalayaay","Central NSW",,,,,"4",,"badjin, dhugaay, -DHuul","pacin",,"Ash, A. and Lissarrague, A. and Giacon, J","small","Adj",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"dhuyu","t̪uju",,"Ash, A. and Lissarrague, A. and Giacon, J","snake","N",,,"*thurruŋ","","snake",""
"Yuwaalayaay","Central NSW",,,,,"4",,"dhadhin","t̪at̪in",,"Ash, A. and Lissarrague, A. and Giacon, J","south","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"guwaa-li","kuwaː.li",,"Ash, A. and Lissarrague, A. and Giacon, J","speak","V",,,"*kuwa:-li","","speak",""
"Yuwaalayaay","Central NSW",,,,,"4",,"bilaarr","pilaːr",,"Ash, A. and Lissarrague, A. and Giacon, J","spear","N",,,"pila:rr","","spear",""
"Yuwaalayaay","Central NSW",,,,,"4",,"dhubil","t̪upil",,"Ash, A. and Lissarrague, A. and Giacon, J","spit","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"gawubarray","kawuparaj",,"Ash, A. and Lissarrague, A. and Giacon, J","star","N",,,"*kawuparray","","star",""
"Yuwaalayaay","Central NSW",,,,,"4",,"maayama","maːjama",,"Ash, A. and Lissarrague, A. and Giacon, J","stone","N",,,"*ma:yama","","stone",""
"Yuwaalayaay","Central NSW",,,,,"4",,"dhuni, yaay, yayaay","t̪uni",,"Ash, A. and Lissarrague, A. and Giacon, J","sun","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"dhiil, dhun","t̪iːl",,"Ash, A. and Lissarrague, A. and Giacon, J","tail","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"nhalay","n̪alaj",,"Ash, A. and Lissarrague, A. and Giacon, J","this","D",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"giniy, muyaan","kinij",,"Ash, A. and Lissarrague, A. and Giacon, J","tree","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"bulaarr","pulaːr",,"Ash, A. and Lissarrague, A. and Giacon, J","two","Num",,,"*pula","","they (Du)",""
"Yuwaalayaay","Central NSW",,,,,"4",,"gungan","kuŋan",,"Ash, A. and Lissarrague, A. and Giacon, J","water","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"ngadaa","ŋataː",,"Ash, A. and Lissarrague, A. and Giacon, J","west","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"minya","miɲa",,"Ash, A. and Lissarrague, A. and Giacon, J","what?","Pro",,,"*miña","","what",""
"Yuwaalayaay","Central NSW",,,,,"4",,"minyaaya","miɲaːja",,"Ash, A. and Lissarrague, A. and Giacon, J","where?","Adv",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"ngaandu, ngaana, ngaandi","ŋaːntu",,"Ash, A. and Lissarrague, A. and Giacon, J","who?","Pro",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"mayrraa","majraː",,"Ash, A. and Lissarrague, A. and Giacon, J","wind","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"yinarr, wirringgaa","jinar",,"Ash, A. and Lissarrague, A. and Giacon, J","woman","N",,,"*yinarr","","woman",""
"Yuwaalayaay","Central NSW",,,,,"4",,"balu-gi","paluki",,"Ash, A. and Lissarrague, A. and Giacon, J","die","V",,,"*palu-ki","","die",""
"Yuwaalayaay","Central NSW",,,,,"4",,"gaa-gi","kaː.ki",,"Ash, A. and Lissarrague, A. and Giacon, J","take","Vt",,,"*ka:","","carry",""
"Yuwaalayaay","Central NSW",,,,,"4",,"wana-gi","wanaki",,"Ash, A. and Lissarrague, A. and Giacon, J","throw","V",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"dhu-rri","t̪uri",,"Ash, A. and Lissarrague, A. and Giacon, J","spear","N",,,"*thu-rri","","spear",""
"Yuwaalayaay","Central NSW",,,,,"4",,"gindama-y","kintamaj",,"Ash, A. and Lissarrague, A. and Giacon, J","laugh","V",,,"*kintama-y","","",""
"Yuwaalayaay","Central NSW",,,,,"4",,"gaba","kapa",,"Ash, A. and Lissarrague, A. and Giacon, J","good","Adj",,,"*kapa","","good",""
"Yuwaalayaay","Central NSW",,,,,"4",,"gagil","kakil",,"Ash, A. and Lissarrague, A. and Giacon, J","bad","Adj",,,"*kaca","","rotten",""
"Yuwaalayaay","Central NSW",,,,,"4",,"mawu-gi","mawuki",,"Ash, A. and Lissarrague, A. and Giacon, J","dig","V",,,"*mawu-ki","","dig",""
"Yuwaalayaay","Central NSW",,,,,"4",,"gaawal, mabun","kaːwal",,"Ash, A. and Lissarrague, A. and Giacon, J","creek","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"-ngayi-y","ŋajij",,"Ash, A. and Lissarrague, A. and Giacon, J","tomorrow","Adv",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"gulibaa","kulipaː",,"Ash, A. and Lissarrague, A. and Giacon, J","three","Num",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"guwiin, guwiinbaa","kuwiːn",,"Ash, A. and Lissarrague, A. and Giacon, J","near","Adv",,,"*kuwi:npa:","","near",""
"Yuwaalayaay","Central NSW",,,,,"4",,"nguu","ŋuː",,"Ash, A. and Lissarrague, A. and Giacon, J","he","Pro",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"barran","paran",,"Ash, A. and Lissarrague, A. and Giacon, J","boomerang","N",,,"*parran","","boomerang","or cognate with 4985?"
"Yuwaalayaay","Central NSW",,,,,"4",,"burriin","puriːn",,"Ash, A. and Lissarrague, A. and Giacon, J","shield","N",,,"*purri:n","","shield",""
"Yuwaalayaay","Central NSW",,,,,"4",,"wamara","wamaɹa",,"Ash, A. and Lissarrague, A. and Giacon, J","spearthrower","N",,,"*wamar(r)a","","spearthrower",""
"Yuwaalayaay","Central NSW",,,,,"4",,"yadhaarr","jat̪aːr",,"Ash, A. and Lissarrague, A. and Giacon, J","feather","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"mudhay","mut̪aj",,"Ash, A. and Lissarrague, A. and Giacon, J","possum","N",,,"*muthay","","possum",""
"Yuwaalayaay","Central NSW",,,,,"4",,"gulayaali","kulajaːli",,"Ash, A. and Lissarrague, A. and Giacon, J","pelican","N",,,"*kulaya:li","","pelican",""
"Yuwaalayaay","Central NSW",,,,,"4",,"ngaaluurr","ŋaːluːr",,"Ash, A. and Lissarrague, A. and Giacon, J","fish","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"mungin","muŋin",,"Ash, A. and Lissarrague, A. and Giacon, J","mosquito","N",,,"*muŋin","","mosquito",""
"Yuwaalayaay","Central NSW",,,,,"4",,"buunhu","puːn̪u",,"Ash, A. and Lissarrague, A. and Giacon, J","grass","N",,,"*pu:nhu","","grass",""
"Yuwaalayaay","Central NSW",,,,,"4",,"baama, gundaa","paːma",,"Ash, A. and Lissarrague, A. and Giacon, J","cloud","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"gayaay, gumbugan","kajaːj",,"Ash, A. and Lissarrague, A. and Giacon, J","sand","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"madhanbaa","mat̪anpaː",,"Ash, A. and Lissarrague, A. and Giacon, J","heavy","Adj",,,"*manthanpa:","","heavy",""
"Yuwaalayaay","Central NSW",,,,,"4",,"gabanbaa","kapanpaː",,"Ash, A. and Lissarrague, A. and Giacon, J","light","N",,,"*kapanpa:","","light",""
"Yuwaalayaay","Central NSW",,,,,"4",,"balal","palal",,"Ash, A. and Lissarrague, A. and Giacon, J","dry","Adj",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"ganay","kanaj",,"Ash, A. and Lissarrague, A. and Giacon, J","yamstick, digging stick","N",,,"*kana","","digging stick",""
"Yuwaalayaay","Central NSW",,,,,"4",,"biiwii","piːwiː",,"Ash, A. and Lissarrague, A. and Giacon, J","goanna","N",,,"*pi:wi:","","goanna",""
"Yuwaalayaay","Central NSW",,,,,"4",,"yaluu","jaluː",,"Ash, A. and Lissarrague, A. and Giacon, J","again","Adv",,,"*yalu","","there",""
"Yuwaalayaay","Central NSW",,,,,"4",,"garigari, giyal, gun.gun","kaɹikaɹi",,"Ash, A. and Lissarrague, A. and Giacon, J","afraid (be)(V, Adj)","Vi",,,"*karikari","Central-NSW","afraid (be)",""
"Yuwaalayaay","Central NSW",,,,,"4",,"murrun","murun",,"Ash, A. and Lissarrague, A. and Giacon, J","alive","Adj",,,"*murrun","NSW areal","alive","any more recs to this level?"
"Yuwaalayaay","Central NSW",,,,,"4",,"ganungawu, gurrugurru, -aaba-li","kanuŋawu",,"Ash, A. and Lissarrague, A. and Giacon, J","all","Num",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"dhanduwi-y","t̪antuwij",,"Ash, A. and Lissarrague, A. and Giacon, J","sleep","Vi",,,"*thantuwi-y","","sleep",""
"Yuwaalayaay","Central NSW",,,,,"4",,"bunduurraa","puntuːraː",,"Ash, A. and Lissarrague, A. and Giacon, J","canoe (bark)","N",,,"*puntu:rra:","","",""
"Yuwaalayaay","Central NSW",,,,,"4",,"dhinawan","t̪inawan",,"Ash, A. and Lissarrague, A. and Giacon, J","emu","N",,,"*cinawan","Central-NSW","emu","probably loan in Badjiri"
"Yuwaalayaay","Central NSW",,,,,"4",,"baliyaa","palijaː",,"Ash, A. and Lissarrague, A. and Giacon, J","cold (be)","Adj",,,"paliya:","","cold (be)",""
"Yuwaalayaay","Central NSW",,,,,"4",,"maayn","maːjn",,"Ash, A. and Lissarrague, A. and Giacon, J","dingo","N",,,"*marayn","","dingo",""
"Yuwaalayaay","Central NSW",,,,,"4",,"bigibila","pikipila",,"Ash, A. and Lissarrague, A. and Giacon, J","echidna","N",,,"*pikipila","","echidna",""
"Yuwaalayaay","Central NSW",,,,,"4",,"burraalga","puraːlka",,"Ash, A. and Lissarrague, A. and Giacon, J","brolga (native companion)","N",,,"*purrarlka","","brolga","why final a? (CB)"
"Yuwaalayaay","Central NSW",,,,,"4",,"dhuuyaay, yiyabiyaay","t̪uːjaːj",,"Ash, A. and Lissarrague, A. and Giacon, J","fire sticks","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"galaarr, gulaarr","kalaːr",,"Ash, A. and Lissarrague, A. and Giacon, J","how?","Adv",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"dhaya","t̪aja",,"Ash, A. and Lissarrague, A. and Giacon, J","brother (elder)","N",,,"*thaya","","brother (elder)",""
"Yuwaalayaay","Central NSW",,,,,"4",,"galumaay","kalumaːj",,"Ash, A. and Lissarrague, A. and Giacon, J","brother (younger)","N",,,"*kaluma:y","","brother (younger)",""
"Yuwaalayaay","Central NSW",,,,,"4",,"baawaa","paːwaː",,"Ash, A. and Lissarrague, A. and Giacon, J","sister (older)","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"gunii, gunidjarr, ngambaa","kuniː",,"Ash, A. and Lissarrague, A. and Giacon, J","mother","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"biiyalaa, buwadjarr, yugin","piːjalaː",,"Ash, A. and Lissarrague, A. and Giacon, J","father","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"baagii","paːkiː",,"Ash, A. and Lissarrague, A. and Giacon, J","mother’s mother","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"dhaadhaa","t̪aːt̪aː",,"Ash, A. and Lissarrague, A. and Giacon, J","mother’s father","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"ngaagii","ŋaːkiː",,"Ash, A. and Lissarrague, A. and Giacon, J","father’s mother","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"dhilaagaa","t̪ilaːkaː",,"Ash, A. and Lissarrague, A. and Giacon, J","father’s father","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"garruu","karuː",,"Ash, A. and Lissarrague, A. and Giacon, J","mother’s brother","N",,,"*karru:","","mother's brother",""
"Yuwaalayaay","Central NSW",,,,,"4",,"gamiyan, giluu","kamijan",,"Ash, A. and Lissarrague, A. and Giacon, J","father’s sister","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"miyay, birray","mijaj",,"Ash, A. and Lissarrague, A. and Giacon, J","son or daughter (man’s)","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"miyay, birray","mijaj",,"Ash, A. and Lissarrague, A. and Giacon, J","son or daughter (woman’s)","N",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"dhiirra-y, winanga-y","t̪iːraj",,"Ash, A. and Lissarrague, A. and Giacon, J","know (something)","V",,,,,,
"Yuwaalayaay","Central NSW",,,,,"4",,"wayagaal","wajakaːl",,"Ash, A. and Lissarrague, A. and Giacon, J","left","Adj",,,"*wayaka:l","","left",""
